,tissue
GTEX-P4PQ-0526-SM-2HMKR,LUNG
GTEX-147F4-0011-R10b-SM-5S2WC,BRAIN
GTEX-OIZH-2626-SM-2HMJM,THYROID
GTEX-12WSE-0011-R1b-SM-5GU4V,BRAIN
GTEX-13QBU-0926-SM-5K7WQ,ESOPHAGUS
K-562-SM-5QGOR,BONE MARROW
GTEX-WQUQ-0126-SM-4OOSS,ADRENAL GLAND
GTEX-XYKS-1426-SM-4BRUO,SKIN
GTEX-U3ZH-2026-SM-3DB78,SKIN
GTEX-145MG-0011-R7b-SM-5P9JY,BRAIN
GTEX-ZU9S-1926-SM-5NQBP,BREAST
GTEX-13OW6-0011-R10a-SM-5L3HE,BRAIN
GTEX-13FH7-0726-SM-5J2NK,ESOPHAGUS
GTEX-Y8E4-1526-SM-4WWDI,STOMACH
GTEX-Q2AG-0008-SM-48U2K,SKIN
GTEX-PWOO-0626-SM-48TZH,PANCREAS
GTEX-ZAB4-0011-R5a-SM-4SOKC,BRAIN
GTEX-YB5E-1826-SM-5IFI4,PROSTATE
GTEX-ZVT3-0011-R10b-SM-57WB6,BRAIN
K-562-SM-2I3E7,BONE MARROW
GTEX-ZDXO-0011-R1a-SM-4WKF4,BRAIN
GTEX-13N11-1726-SM-5J1OJ,BREAST
GTEX-TSE9-0011-R6A-SM-3DB7L,BRAIN
GTEX-ZDYS-0726-SM-4WKGN,ESOPHAGUS
GTEX-13S7M-0011-R10b-SM-5PNZB,BRAIN
GTEX-PWOO-0926-SM-2I3EC,THYROID
GTEX-Z9EW-0526-SM-5HL8S,ESOPHAGUS
GTEX-PLZ5-0926-SM-3TW8L,ESOPHAGUS
GTEX-VJWN-0726-SM-3GIJ8,BREAST
GTEX-S4UY-0626-SM-3K2AO,THYROID
GTEX-11NV4-2026-SM-5N9DG,BREAST
GTEX-11GSP-0011-R7b-SM-57WC3,BRAIN
GTEX-OHPL-0726-SM-3TW8U,ESOPHAGUS
GTEX-WFON-2126-SM-3LK7O,SKIN
GTEX-QMR6-1426-SM-32PLA,BRAIN
GTEX-1192W-0008-SM-5QGRE,SKIN
GTEX-T5JC-2326-SM-32PMR,BRAIN
GTEX-11EMC-0526-SM-5EGJN,ADRENAL GLAND
GTEX-ZVZO-0126-SM-5A5L9,SKIN
GTEX-X4EP-1026-SM-4QAS5,LIVER
GTEX-QMR6-1326-SM-32PLB,BRAIN
GTEX-XXEK-1126-SM-4BRUX,LIVER
GTEX-OXRN-0526-SM-2I5EN,LUNG
GTEX-ZUA1-1526-SM-59HLS,BREAST
GTEX-13NYB-0011-R10a-SM-5KM43,BRAIN
GTEX-13FTY-0011-R1a-SM-5LZXE,BRAIN
GTEX-OHPM-1026-SM-3LK74,PANCREAS
GTEX-12WSE-0011-R7a-SM-5PNWF,BRAIN
GTEX-13FH7-0226-SM-5IFGG,ADRENAL GLAND
GTEX-TKQ2-1726-SM-4DXUP,LIVER
GTEX-X3Y1-0008-SM-4PR12,SKIN
GTEX-T2YK-2226-SM-32QPT,BREAST
GTEX-ZYFD-2526-SM-5E45L,PROSTATE
GTEX-ZPU1-0226-SM-4WWC9,PANCREAS
GTEX-QVJO-3126-SM-4R1KC,OVARY
GTEX-13G51-0826-SM-5K7VB,TESTIS
GTEX-Z93S-0011-R6b-SM-4RGNJ,BRAIN
GTEX-U4B1-1026-SM-4DXT1,STOMACH
GTEX-RN64-2326-SM-48FDW,TESTIS
GTEX-13O3Q-0011-R8b-SM-5KM2J,BRAIN
GTEX-ZYWO-2326-SM-5GZY4,BREAST
GTEX-146FQ-1726-SM-5QGPX,PROSTATE
GTEX-RN64-0126-SM-2TC68,SKIN
GTEX-1399R-1326-SM-5PNYS,SKIN
GTEX-S7SE-0926-SM-2XCD6,LUNG
GTEX-11ZVC-3026-SM-59HJM,BRAIN
GTEX-13NYS-1626-SM-5J2MU,LUNG
GTEX-ZQG8-0008-SM-4YCE7,SKIN
GTEX-WEY5-1226-SM-4LMIQ,STOMACH
GTEX-13OW6-3026-SM-5J2MI,BRAIN
GTEX-ZE7O-0008-SM-4E3JQ,SKIN
GTEX-W5X1-2526-SM-3GILC,SKIN
GTEX-P44G-0011-R6A-SM-2XCD3,BRAIN
GTEX-148VJ-0626-SM-5LUAW,SKIN
GTEX-R55D-1426-SM-48FEN,PANCREAS
GTEX-S7SE-0126-SM-2XCD5,SKIN
GTEX-1128S-0008-SM-5Q5DP,SKIN
GTEX-X585-0011-R5A-SM-46MVI,BRAIN
GTEX-11P81-2326-SM-59875,SKIN
GTEX-ZVZQ-0826-SM-51MRF,BREAST
GTEX-13CZV-0011-R4b-SM-5J2NY,BRAIN
GTEX-YF7O-0126-SM-5IFIR,ADRENAL GLAND
GTEX-13X6J-0011-R4b-SM-5P9K4,BRAIN
GTEX-13NZ8-0126-SM-5IJCT,BREAST
GTEX-144GO-0011-R1a-SM-5PNWO,BRAIN
GTEX-ZVE2-1226-SM-5NQ8R,BREAST
GTEX-11O72-2326-SM-5BC7H,THYROID
GTEX-WL46-1226-SM-4OOS4,ESOPHAGUS
GTEX-ZXG5-0008-SM-57WDB,SKIN
GTEX-NL3G-0008-SM-4E3JX,SKIN
GTEX-OXRK-0626-SM-2HMJ5,THYROID
GTEX-13O3Q-0011-R2b-SM-5KM3K,BRAIN
GTEX-ZVT3-0011-R5a-SM-51MSI,BRAIN
GTEX-12ZZX-1226-SM-5EGHS,THYROID
GTEX-XMK1-1026-SM-4B65H,PROSTATE
GTEX-ZF28-0011-R1a-SM-4WWD1,BRAIN
GTEX-11EI6-0008-SM-5QGR7,SKIN
GTEX-Q2AH-1526-SM-48TZG,TESTIS
GTEX-Q2AG-2926-SM-2HMJ3,BRAIN
GTEX-PWCY-0826-SM-48TCR,ESOPHAGUS
GTEX-WHSB-1226-SM-4M1XR,STOMACH
GTEX-13FTW-1126-SM-5J2NV,LIVER
GTEX-131XE-1426-SM-5HL7V,ESOPHAGUS
GTEX-117XS-0008-SM-5Q5DQ,SKIN
GTEX-QDT8-0126-SM-48TZ1,SKIN
GTEX-13FXS-2826-SM-5LZYC,PROSTATE
GTEX-11TUW-2226-SM-5EQL9,TESTIS
GTEX-1211K-0008-SM-5S2W1,SKIN
GTEX-ZPIC-1926-SM-57WFQ,ESOPHAGUS
GTEX-13N1W-2426-SM-5IJD1,SKIN
GTEX-ZLFU-1326-SM-4WWET,STOMACH
GTEX-OOBK-0126-SM-2YUND,SKIN
GTEX-13OW6-0426-SM-5L3HM,SKIN
GTEX-139TU-0126-SM-5K7WH,SKIN
GTEX-1313W-3026-SM-5LZUZ,BRAIN
K-562-SM-4BONS,BONE MARROW
GTEX-ZDYS-1926-SM-5HL59,STOMACH
GTEX-U3ZH-1126-SM-4DXUG,ESOPHAGUS
GTEX-13OVI-2626-SM-5KM4T,ESOPHAGUS
GTEX-ZUA1-0008-SM-4YCEW,SKIN
GTEX-VJYA-1426-SM-4KL1Y,TESTIS
GTEX-YJ89-0011-R7a-SM-4V6GO,BRAIN
GTEX-13NYB-2226-SM-5MR58,TESTIS
GTEX-X4XX-0011-R8B-SM-46MWM,BRAIN
GTEX-WVJS-2726-SM-4MVNU,TESTIS
GTEX-WZTO-1526-SM-4PQYQ,ESOPHAGUS
GTEX-P4PQ-0126-SM-2S1NM,SKIN
GTEX-ZTSS-0326-SM-5987M,ADRENAL GLAND
GTEX-14753-0011-R8b-SM-5S2U1,BRAIN
GTEX-PWOO-0726-SM-2I3EB,LUNG
GTEX-PX3G-1026-SM-48TZW,PANCREAS
GTEX-VUSG-1526-SM-4KKZH,ADRENAL GLAND
GTEX-111YS-0826-SM-5GZYK,ESOPHAGUS
GTEX-13OVI-0826-SM-5KLZ8,THYROID
GTEX-YJ8O-2226-SM-5IFHW,BREAST
GTEX-117XS-2726-SM-5N9BL,SKIN
GTEX-11ZU8-0011-R3a-SM-5BC6U,BRAIN
GTEX-12WSD-0011-R9a-SM-5GU6W,BRAIN
GTEX-13X6K-0011-R4b-SM-5P9HO,BRAIN
GTEX-X4EO-0926-SM-3P5Z2,LUNG
GTEX-ZAB4-0011-R10a-SM-4SOKH,BRAIN
GTEX-P78B-1126-SM-3P615,ESOPHAGUS
GTEX-1128S-0126-SM-5H12S,THYROID
GTEX-NFK9-1726-SM-3TW8P,ADRENAL GLAND
GTEX-ZP4G-0126-SM-4YCE3,ADRENAL GLAND
GTEX-11P7K-0726-SM-5EGKX,BREAST
GTEX-13JVG-0011-R5a-SM-5MR4O,BRAIN
GTEX-144GM-1626-SM-5O9AG,ESOPHAGUS
GTEX-ZP4G-1026-SM-4YCE1,ESOPHAGUS
GTEX-ZVP2-0826-SM-59HJ6,PROSTATE
GTEX-P4QT-0726-SM-3NMCM,ESOPHAGUS
GTEX-R55G-0726-SM-2TC6J,THYROID
GTEX-X4EP-0008-SM-4PQYO,SKIN
GTEX-145ME-1526-SM-5Q5F2,BREAST
GTEX-145LS-0011-R2a-SM-5PNZI,BRAIN
GTEX-ZE9C-0011-R7a-SM-4WWCX,BRAIN
GTEX-12WSD-0926-SM-5GCNL,THYROID
GTEX-OHPN-0011-R11A-SM-2I5FM,BRAIN
GTEX-14ABY-0011-R6a-SM-5PNWR,BRAIN
GTEX-OXRK-1426-SM-3NB19,ESOPHAGUS
GTEX-12ZZX-0011-R3b-SM-5EGLH,BRAIN
GTEX-ZY6K-1526-SM-5GZXE,PROSTATE
GTEX-13FXS-3026-SM-5LZYO,BRAIN
GTEX-ZYY3-3026-SM-5GIEJ,BRAIN
GTEX-ZV7C-1826-SM-5NQ83,BREAST
GTEX-UJHI-0726-SM-3DB92,LUNG
GTEX-ZXG5-0826-SM-5GID6,LUNG
GTEX-XLM4-0011-R7A-SM-4AT5L,BRAIN
GTEX-13SLW-0011-R8b-SM-5SI64,BRAIN
GTEX-WFON-1826-SM-3GILG,BREAST
GTEX-NPJ8-2426-SM-3MJHL,PROSTATE
GTEX-RUSQ-0926-SM-47JWU,ESOPHAGUS
GTEX-XMK1-0226-SM-4B65D,ADRENAL GLAND
GTEX-ZYY3-0626-SM-5NQ6W,LIVER
GTEX-X4XY-0011-R10B-SM-46MWS,BRAIN
GTEX-11GS4-2326-SM-5A5KS,KIDNEY
GTEX-145MO-0826-SM-5NQBL,BREAST
GTEX-ZYT6-0626-SM-5E45V,LIVER
GTEX-X62O-0008-SM-46MU5,SKIN
K-562-SM-5IFEL,BONE MARROW
GTEX-11DXX-0126-SM-5EGH7,ADRENAL GLAND
GTEX-11TT1-2026-SM-5EQM8,PROSTATE
GTEX-ZQUD-1926-SM-51MSA,BREAST
GTEX-R55E-0011-R1A-SM-2TC6N,BRAIN
GTEX-111CU-0226-SM-5GZXC,THYROID
GTEX-1128S-0726-SM-5N9D6,LUNG
GTEX-144GM-1326-SM-5LU5E,LIVER
GTEX-Y3I4-0226-SM-4TT27,THYROID
GTEX-13PVQ-0011-R5b-SM-5O9DI,BRAIN
GTEX-13NYB-0926-SM-5IFFA,ESOPHAGUS
GTEX-WYVS-1926-SM-4PQZ2,LIVER
GTEX-12ZZZ-1226-SM-59HK1,THYROID
GTEX-QDVJ-1426-SM-48U1Y,STOMACH
GTEX-ZEX8-1626-SM-4WKG7,STOMACH
GTEX-NPJ8-0011-R9a-SM-2YUN5,BRAIN
GTEX-132NY-2826-SM-5P9G2,PROSTATE
GTEX-11UD1-0126-SM-5PNYG,SKIN
GTEX-11GSP-0011-R11b-SM-5NQ7V,BRAIN
GTEX-T6MO-0126-SM-4DM6X,ADRENAL GLAND
GTEX-11EI6-2226-SM-5EGJM,TESTIS
GTEX-QXCU-0626-SM-2TC69,LUNG
GTEX-12WSL-1026-SM-5CVNJ,LUNG
GTEX-Y8DK-0011-R3A-SM-4RTW5,BRAIN
GTEX-13NZA-0011-R5b-SM-5KM4K,BRAIN
GTEX-13OVJ-2726-SM-5IJG6,BRAIN
GTEX-13CF2-0011-R11b-SM-5LZXO,BRAIN
GTEX-Y114-0626-SM-4TT98,THYROID
GTEX-XV7Q-1526-SM-4BRWB,UTERUS
GTEX-WFON-0926-SM-4LVMK,ESOPHAGUS
GTEX-13NZA-0226-SM-5K7Z7,SKIN
GTEX-139TU-0626-SM-5KM3X,BREAST
GTEX-ZTX8-0326-SM-59HLA,ESOPHAGUS
GTEX-T5JC-0011-R10A-SM-32PM2,BRAIN
GTEX-WFG8-1926-SM-4LVM1,TESTIS
GTEX-Y5V6-2426-SM-4VDSB,SKIN
GTEX-12WSD-1926-SM-5GCOV,ESOPHAGUS
GTEX-N7MS-0011-R7a-SM-2HMKN,BRAIN
GTEX-13O1R-2526-SM-5N9FW,KIDNEY
GTEX-14BMU-0126-SM-5S2Q9,ADRENAL GLAND
GTEX-13JUV-0011-R10b-SM-5LZXR,BRAIN
GTEX-13OW6-0826-SM-5L3GA,LUNG
GTEX-OOBJ-1526-SM-3NB1Q,STOMACH
GTEX-13O61-1726-SM-5KM46,PROSTATE
GTEX-139TT-0011-R3b-SM-5K7VL,BRAIN
GTEX-TKQ1-0926-SM-4DXU2,TESTIS
GTEX-WEY5-0926-SM-4LMI4,ESOPHAGUS
GTEX-111YS-1026-SM-5GZYE,ESOPHAGUS
GTEX-14AS3-0626-SM-5QGQD,ESOPHAGUS
GTEX-11EM3-0826-SM-5N9CC,ESOPHAGUS
GTEX-14ABY-0011-R5b-SM-5SI7B,BRAIN
GTEX-ZPU1-0008-SM-4E3IR,SKIN
GTEX-13VXU-0011-R5a-SM-5O9D7,BRAIN
GTEX-W5WG-1326-SM-4LMI9,UTERUS
GTEX-12696-0126-SM-5EQ4L,SKIN
GTEX-XGQ4-0926-SM-4AT4U,BREAST
GTEX-QESD-0226-SM-447BH,PANCREAS
GTEX-13S86-0826-SM-5SI6J,ESOPHAGUS
GTEX-Q2AG-2826-SM-2HMJQ,BRAIN
K-562-SM-5N9DX,BONE MARROW
GTEX-13QIC-2026-SM-5N9G9,ESOPHAGUS
GTEX-13OVG-1026-SM-5KLZ3,ESOPHAGUS
GTEX-REY6-1426-SM-48FDK,ESOPHAGUS
GTEX-XMK1-1326-SM-4B65Q,ESOPHAGUS
GTEX-132QS-1126-SM-5P9GC,PROSTATE
GTEX-11LCK-1526-SM-5HL64,ESOPHAGUS
GTEX-S95S-1126-SM-4B64E,TESTIS
GTEX-ZE9C-0011-R6a-SM-4WWCW,BRAIN
GTEX-13O3P-0126-SM-5KM4S,SKIN
GTEX-139YR-1826-SM-5LZXA,ESOPHAGUS
GTEX-11GSP-0011-R5a-SM-57WBE,BRAIN
GTEX-UPK5-0426-SM-3GAEK,SKIN
GTEX-13VXT-0126-SM-5LU4I,SKIN
K-562-SM-4EDPU,BONE MARROW
GTEX-PWO3-1526-SM-48TCM,SKIN
GTEX-ZLWG-0008-SM-4E3J4,SKIN
GTEX-OHPK-1526-SM-3MJGM,STOMACH
GTEX-RWS6-0726-SM-47JXI,ESOPHAGUS
GTEX-13FHO-1826-SM-5K7Y6,ESOPHAGUS
GTEX-WFG7-1126-SM-4LMK3,ESOPHAGUS
GTEX-12WSL-1226-SM-5DUXE,ESOPHAGUS
GTEX-QV44-1226-SM-4R1KE,STOMACH
GTEX-T5JC-2426-SM-3NMDB,BRAIN
GTEX-OHPL-1026-SM-3MJGI,PANCREAS
GTEX-WHPG-1426-SM-3NMBB,LUNG
GTEX-13OW7-0011-R11a-SM-5O9DY,BRAIN
GTEX-RVPU-0011-R5A-SM-2XCAD,BRAIN
GTEX-WFON-0426-SM-5S2T1,LUNG
GTEX-12584-1426-SM-5EGJ9,LUNG
GTEX-14BIL-0011-R9a-SM-5SI7A,BRAIN
GTEX-WFON-1026-SM-4LVMD,ESOPHAGUS
GTEX-ZEX8-2226-SM-57WC6,BREAST
GTEX-WFON-2126-SM-5S2T9,SKIN
GTEX-12WSM-0011-R8a-SM-5DUWJ,BRAIN
K-562-SM-3GILO,BONE MARROW
GTEX-11DXW-0826-SM-5H118,SKIN
GTEX-14753-0011-R6b-SM-5S2UD,BRAIN
K-562-SM-5P9EQ,BONE MARROW
GTEX-S33H-0126-SM-4AD62,TESTIS
GTEX-1313W-0011-R6a-SM-5K7XO,BRAIN
GTEX-131YS-0626-SM-5EGKL,BREAST
GTEX-TSE9-2926-SM-3DB77,BRAIN
GTEX-XUZC-1026-SM-4BOPY,OVARY
GTEX-13FLV-0011-R3b-SM-5LZYP,BRAIN
GTEX-Y8E4-2226-SM-5LU94,TESTIS
GTEX-UTHO-0008-SM-4JBID,SKIN
GTEX-13JVG-0011-R7b-SM-5MR3Q,BRAIN
GTEX-S341-0326-SM-2XCAU,LUNG
GTEX-Y8DK-0726-SM-4TT3S,BRAIN
GTEX-139TS-0011-R8a-SM-5J1NP,BRAIN
GTEX-14E7W-1326-SM-5RQIV,LUNG
GTEX-132QS-0926-SM-5P9GB,PANCREAS
GTEX-148VJ-0726-SM-5LU8J,THYROID
GTEX-WOFM-1126-SM-4OOSB,TESTIS
GTEX-ZAK1-0126-SM-5IJD3,SKIN
GTEX-QV31-0726-SM-3GAEG,THYROID
GTEX-P4PQ-1026-SM-3NMCN,PANCREAS
GTEX-ZUA1-1926-SM-5E45E,ADRENAL GLAND
GTEX-1399T-0011-R5b-SM-5IJDK,BRAIN
GTEX-111FC-3126-SM-5GZZ2,BRAIN
GTEX-13PVR-0226-SM-5RQJI,ADRENAL GLAND
GTEX-P4PQ-2626-SM-2HMKM,THYROID
GTEX-ZDXO-1326-SM-57WBS,LUNG
GTEX-13OW8-2926-SM-5L3FV,BRAIN
GTEX-12ZZZ-0011-R11a-SM-5EGLC,BRAIN
GTEX-RUSQ-1026-SM-2TF6V,THYROID
GTEX-O5YT-0126-SM-48TBW,SKIN
GTEX-11GSP-0011-R8b-SM-5NQ79,BRAIN
GTEX-Y111-1026-SM-4TT22,LUNG
GTEX-11GS4-0826-SM-5986J,THYROID
GTEX-11ZUS-2826-SM-5EQKW,BRAIN
GTEX-ZYWO-1326-SM-5SI8X,PANCREAS
GTEX-ZZPT-2926-SM-5EQ5S,BRAIN
GTEX-XOTO-0726-SM-4B659,SKIN
GTEX-13N1W-0011-R4a-SM-5MR52,BRAIN
GTEX-144GM-1726-SM-5O9AS,STOMACH
GTEX-145MF-0926-SM-5Q5EA,SKIN
GTEX-WWYW-0011-R5A-SM-3NB3E,BRAIN
GTEX-SNOS-0826-SM-4DM5N,STOMACH
GTEX-Q2AG-0011-R7A-SM-2HMJP,BRAIN
GTEX-WFG8-1026-SM-4LVMZ,ESOPHAGUS
GTEX-ZF3C-1626-SM-4WWB4,ESOPHAGUS
GTEX-ZAB4-0008-SM-4RGM6,SKIN
GTEX-RU72-0011-R11A-SM-5SI8G,BRAIN
GTEX-QEG4-0126-SM-48TZE,TESTIS
GTEX-12WSD-0011-R1b-SM-5LZVY,BRAIN
K-562-SM-5O98J,BONE MARROW
GTEX-11EI6-2826-SM-5H11D,SKIN
GTEX-S4Q7-1226-SM-4AD5I,TESTIS
GTEX-XBED-0226-SM-47JY8,PANCREAS
GTEX-13X6I-0011-R9b-SM-5PNZJ,BRAIN
GTEX-117YW-0008-SM-5QGRD,SKIN
GTEX-1399U-0326-SM-5P9G5,THYROID
GTEX-N7MS-0926-SM-2HMIZ,LUNG
GTEX-13G51-0926-SM-5IFFU,ESOPHAGUS
GTEX-13RTJ-2126-SM-5S2PZ,PROSTATE
GTEX-11ZTS-3226-SM-5EGID,BRAIN
GTEX-OXRK-1626-SM-3NB17,STOMACH
GTEX-T5JW-1226-SM-3GACY,THYROID
GTEX-ZDTS-0826-SM-4WKHL,SKIN
GTEX-ZV6S-1526-SM-5NQ7O,UTERUS
GTEX-ZY6K-0726-SM-5A5L8,STOMACH
GTEX-13N2G-0926-SM-5IFGJ,LIVER
GTEX-P44H-0226-SM-2XCEU,SKIN
GTEX-WHPG-1526-SM-4M1ZK,ADRENAL GLAND
GTEX-WVLH-0011-R10A-SM-3MJFM,BRAIN
GTEX-12WSH-0126-SM-5GCO3,LUNG
GTEX-11ONC-2126-SM-5HL6E,BREAST
GTEX-NPJ8-1926-SM-3MJGB,ESOPHAGUS
GTEX-139TS-0011-R2b-SM-5J1MX,BRAIN
GTEX-Y8E4-1926-SM-4VBPW,ESOPHAGUS
GTEX-ZC5H-0926-SM-5CVMZ,LUNG
GTEX-T6MO-0008-SM-4DM6T,SKIN
GTEX-YEC3-0008-SM-4W1YF,SKIN
GTEX-PWN1-2426-SM-48TDD,OVARY
GTEX-13OVH-0011-R3a-SM-5KM49,BRAIN
GTEX-NFK9-0726-SM-2HMJW,THYROID
GTEX-XXEK-1626-SM-4BRUZ,SKIN
GTEX-S32W-0826-SM-4AD5Z,PANCREAS
GTEX-ZZ64-1026-SM-5GZXG,SKIN
GTEX-XXEK-0826-SM-4BRWG,STOMACH
GTEX-NPJ8-0011-R1a-SM-5SI8B,BRAIN
GTEX-ZEX8-0526-SM-4WKH5,LUNG
GTEX-X261-0011-R11A-SM-4E3JY,BRAIN
GTEX-ZYVF-1126-SM-5E458,THYROID
GTEX-13OW5-0011-R6b-SM-5O9BW,BRAIN
GTEX-YEC4-0526-SM-4W21U,LUNG
GTEX-OHPN-0011-R8A-SM-2I5FJ,BRAIN
GTEX-133LE-1726-SM-5K7VQ,BREAST
GTEX-12WSI-0011-R7b-SM-5GU78,BRAIN
GTEX-Z93S-0011-R7b-SM-4RGNK,BRAIN
GTEX-RM2N-0526-SM-2TF4N,THYROID
GTEX-144FL-0626-SM-5LU43,SKIN
GTEX-QEG4-1826-SM-4R1JN,LIVER
GTEX-P4QT-0526-SM-2I3EX,LUNG
GTEX-PLZ5-2026-SM-2S1O4,SKIN
GTEX-11UD2-0226-SM-5EQKY,SKIN
GTEX-13S86-0726-SM-5Q5DH,ESOPHAGUS
GTEX-11ZVC-0726-SM-5FQT9,LIVER
GTEX-12WSK-0226-SM-5BC62,PANCREAS
GTEX-147F3-1726-SM-5SIAW,SKIN
GTEX-WL46-0011-R9A-SM-3MJFP,BRAIN
GTEX-R55E-0011-R7A-SM-2TC5Z,BRAIN
GTEX-ZZ64-1226-SM-5E43R,BREAST
GTEX-14E6C-2426-SM-5S2NF,SKIN
GTEX-132QS-0726-SM-5IJE9,LUNG
GTEX-SUCS-0726-SM-4DM7J,ESOPHAGUS
GTEX-13OW6-1426-SM-5L3EU,ESOPHAGUS
GTEX-ZF2S-3026-SM-4WWCH,LIVER
GTEX-133LE-1826-SM-5J1MV,SKIN
GTEX-145MO-2126-SM-5Q5CZ,PANCREAS
GTEX-13CF3-0926-SM-5LZZC,THYROID
GTEX-Y8E5-0008-SM-57WBA,SKIN
GTEX-13NZA-1026-SM-5MR48,THYROID
GTEX-YEC4-1326-SM-5IFHG,PANCREAS
GTEX-139D8-1126-SM-5LU8W,SKIN
GTEX-ZAB4-2926-SM-57WCV,BRAIN
GTEX-S341-0226-SM-5S2VG,THYROID
GTEX-QVJO-0008-SM-447AU,SKIN
GTEX-ZVE1-0008-SM-51MS9,SKIN
GTEX-Q734-0326-SM-48U15,LIVER
GTEX-UJHI-0826-SM-4IHLM,ESOPHAGUS
GTEX-146FQ-2126-SM-5RQHU,SKIN
GTEX-U8XE-1826-SM-4E3HV,ESOPHAGUS
GTEX-XUJ4-1526-SM-4BONU,UTERUS
GTEX-YJ89-0011-R1a-SM-4RGLS,BRAIN
GTEX-13QBU-0626-SM-5J2OG,THYROID
GTEX-11WQK-2626-SM-5EQ4K,STOMACH
GTEX-NPJ8-2526-SM-2HML8,THYROID
GTEX-PWOO-1226-SM-48TCO,STOMACH
GTEX-12WSF-0011-R3a-SM-5DUW7,BRAIN
GTEX-U3ZM-0426-SM-57WG1,LUNG
GTEX-111VG-1626-SM-5EGIO,SKIN
GTEX-N7MT-0326-SM-48TDP,ESOPHAGUS
GTEX-O5YV-1026-SM-3LK72,ESOPHAGUS
GTEX-QMRM-0326-SM-4R1K5,PANCREAS
GTEX-1399T-2826-SM-5KLYZ,SKIN
GTEX-WHSE-1626-SM-4M1XL,ESOPHAGUS
GTEX-ZYFC-0226-SM-5NQ75,SKIN
K-562-SM-3NMDG,BONE MARROW
GTEX-13RTK-0426-SM-5RQHT,ESOPHAGUS
GTEX-YFCO-0526-SM-4W1ZJ,ESOPHAGUS
GTEX-13111-0226-SM-5EQ55,THYROID
GTEX-12696-0326-SM-5EGL4,THYROID
GTEX-XPVG-2626-SM-4B669,SKIN
GTEX-P44H-0008-SM-48TDW,SKIN
GTEX-XYKS-2126-SM-4E3IB,SKIN
GTEX-ZAK1-2926-SM-5HL9S,BRAIN
GTEX-OIZG-1026-SM-3LK5X,ESOPHAGUS
GTEX-12ZZW-0926-SM-5LZUD,LUNG
GTEX-12WSB-0011-R6b-SM-5GU6J,BRAIN
GTEX-ZE7O-0011-R6a-SM-57WCI,BRAIN
GTEX-13PVQ-1926-SM-5L3GN,ESOPHAGUS
GTEX-131XH-0426-SM-5DUWU,LUNG
GTEX-ZPCL-0008-SM-4WWAU,SKIN
GTEX-111FC-2026-SM-5GZYO,PROSTATE
GTEX-XBED-0126-SM-47JY7,THYROID
GTEX-147GR-3026-SM-5S2ML,BRAIN
GTEX-11DXY-0126-SM-5H11Q,SKIN
GTEX-11DYG-2526-SM-5N9BB,PROSTATE
GTEX-11GSP-0011-R9b-SM-5NQ77,BRAIN
GTEX-12WSK-1326-SM-5CVNM,ESOPHAGUS
GTEX-ZP4G-0008-SM-4E3I4,SKIN
GTEX-13W3W-1226-SM-5LU4H,BREAST
GTEX-13OVJ-0826-SM-5J1OK,SKIN
GTEX-13PDP-0726-SM-5L3HP,SKIN
GTEX-12BJ1-0526-SM-5FQUD,ADRENAL GLAND
GTEX-YFCO-1726-SM-4W21S,TESTIS
GTEX-12WSB-0126-SM-59HJN,SKIN
GTEX-WH7G-1726-SM-4LVKY,PROSTATE
GTEX-SIU7-0526-SM-3NM8I,LUNG
GTEX-OXRL-2626-SM-2I3F1,THYROID
GTEX-WYBS-0008-SM-4ONDX,SKIN
GTEX-139TT-0011-R1a-SM-5LZVD,BRAIN
GTEX-147JS-0126-SM-5S2TW,TESTIS
GTEX-139TU-0826-SM-5IJFG,LIVER
GTEX-SN8G-1526-SM-4DM79,THYROID
GTEX-Q2AI-0426-SM-48U13,PANCREAS
GTEX-1122O-0326-SM-5H124,ADRENAL GLAND
GTEX-13FTX-1226-SM-5IFGN,PANCREAS
GTEX-13FLW-1426-SM-5K7YE,BRAIN
GTEX-13SLX-1726-SM-5Q5E5,ESOPHAGUS
GTEX-11XUK-1626-SM-5GU5O,OVARY
GTEX-PWCY-1426-SM-48TCT,UTERUS
GTEX-X585-0011-R8A-SM-46MUX,BRAIN
GTEX-13X6K-2126-SM-5O9D4,ESOPHAGUS
GTEX-13OVH-0011-R4a-SM-5KM3W,BRAIN
GTEX-13O21-2226-SM-5MR3L,THYROID
GTEX-13D11-0226-SM-5LZXL,THYROID
GTEX-13SLX-0011-R9b-SM-5SI6X,BRAIN
GTEX-13OW5-2526-SM-5L3I1,TESTIS
GTEX-YB5E-0526-SM-4VDSD,PANCREAS
GTEX-11DXX-2426-SM-5GZZW,SKIN
GTEX-11P82-1626-SM-59879,SKIN
GTEX-11EQ8-2826-SM-5N9C1,BRAIN
GTEX-XXEK-0008-SM-4BRW7,SKIN
GTEX-14BMU-1026-SM-5RQJ5,ESOPHAGUS
GTEX-111CU-0326-SM-5GZXO,LUNG
GTEX-11DXX-0626-SM-5Q5AG,LUNG
GTEX-12696-2426-SM-5EQ6H,SKIN
GTEX-Y8LW-1526-SM-5IFHL,SKIN
GTEX-145MG-0011-R5b-SM-5S2VU,BRAIN
GTEX-WRHK-0426-SM-4MVOG,ESOPHAGUS
GTEX-QMR6-1926-SM-32PL9,LUNG
GTEX-111CU-0726-SM-5GZYD,ESOPHAGUS
GTEX-145MN-1126-SM-5RQJB,ESOPHAGUS
