,sample_type
GTEX-13RTJ-0726-SM-5QGQN,TISSUE
GTEX-111VG-1926-SM-5GIDO,TISSUE
GTEX-OXRN-2626-SM-48TBX,TISSUE
GTEX-XXEK-1626-SM-4BRUZ,TISSUE
GTEX-12WSF-0011-R5a-SM-5HL8K,TISSUE
GTEX-X15G-1026-SM-4PQZF,TISSUE
GTEX-131XG-1126-SM-5DUWR,TISSUE
GTEX-13OVJ-1026-SM-5IFGI,TISSUE
GTEX-QLQ7-1426-SM-4R1JX,TISSUE
GTEX-X5EB-1426-SM-46MVW,TISSUE
GTEX-131XG-1526-SM-5GCNQ,TISSUE
GTEX-ZAJG-0126-SM-5HL94,TISSUE
GTEX-139YR-0826-SM-5LZXY,TISSUE
GTEX-NL3G-0526-SM-4RTWW,TISSUE
GTEX-12BJ1-0926-SM-5EQ62,TISSUE
GTEX-PX3G-1426-SM-48U1J,TISSUE
GTEX-14AS3-0526-SM-5QGQQ,TISSUE
GTEX-13111-0526-SM-5LZVF,TISSUE
GTEX-1399T-0011-R1b-SM-5DUWN,TISSUE
GTEX-ZYFG-0726-SM-5GIDX,TISSUE
GTEX-XGQ4-1626-SM-4AT6J,TISSUE
K-562-SM-4BRWK,TISSUE
GTEX-R53T-0226-SM-48FEH,TISSUE
GTEX-1399T-0011-R4b-SM-5DUVX,TISSUE
GTEX-S95S-1626-SM-2XCDJ,TISSUE
GTEX-13RTJ-2526-SM-5S2Q3,TISSUE
GTEX-TSE9-3126-SM-4DXSY,TISSUE
GTEX-13X6H-1526-SM-5Q5E2,TISSUE
GTEX-13O3P-1426-SM-5L3DT,TISSUE
GTEX-OOBJ-0526-SM-48TDK,TISSUE
GTEX-O5YV-0526-SM-26GN1,TISSUE
GTEX-REY6-1126-SM-48FDU,TISSUE
GTEX-XUJ4-0726-SM-4BOOP,TISSUE
GTEX-13O61-0005-SM-5O9AU,TISSUE
GTEX-13QJ3-1926-SM-5QGQM,TISSUE
GTEX-OHPL-2426-SM-48TDN,TISSUE
GTEX-131XF-2026-SM-5DUWG,TISSUE
GTEX-132AR-1626-SM-5EGHP,TISSUE
GTEX-TML8-1326-SM-4DXTO,TISSUE
GTEX-XLM4-0011-R4B-SM-4AT5C,TISSUE
GTEX-UJMC-0926-SM-4IHLK,TISSUE
GTEX-11ZTT-1626-SM-5EQKR,TISSUE
GTEX-132NY-1226-SM-5PNVF,TISSUE
GTEX-XUW1-2326-SM-4BOO5,TISSUE
GTEX-12WSJ-1326-SM-5GCOB,TISSUE
GTEX-WHWD-0526-SM-4OORW,TISSUE
GTEX-WHWD-0726-SM-4OORX,TISSUE
GTEX-11WQK-0726-SM-5GU71,TISSUE
GTEX-WHWD-1426-SM-4OORU,TISSUE
GTEX-Q2AH-2026-SM-2S1PX,TISSUE
K-562-SM-2D7VY,TISSUE
GTEX-O5YV-0006-SM-2I5GX,TISSUE
GTEX-WFON-0005-SM-5S2RV,TISSUE
GTEX-VUSG-0326-SM-5S2ST,TISSUE
GTEX-QMR6-0011-R1A-SM-32PKW,TISSUE
GTEX-WFON-0326-SM-5S2TP,TISSUE
GTEX-XXEK-0626-SM-5S2SZ,TISSUE
GTEX-XBEW-0006-SM-4AT4E,TISSUE
GTEX-Y9LG-0008-SM-4VBRJ,TISSUE
GTEX-RWSA-0526-SM-2XCBC,TISSUE
GTEX-13OVH-1826-SM-5K7YW,TISSUE
GTEX-U3ZN-2326-SM-3DB7W,TISSUE
GTEX-POMQ-2226-SM-2I5FK,TISSUE
GTEX-11P82-0826-SM-5P9GU,TISSUE
GTEX-T5JW-0003-SM-3NMAD,TISSUE
GTEX-WVLH-0011-R5A-SM-3MJFW,TISSUE
GTEX-WZTO-0126-SM-3NM95,TISSUE
GTEX-U3ZN-0006-SM-3DB7Y,TISSUE
GTEX-S3XE-0008-SM-3NM8O,TISSUE
GTEX-12WSB-0011-R1b-SM-5P9EY,TISSUE
GTEX-WWYW-0011-R10A-SM-3NB35,TISSUE
GTEX-Y114-0726-SM-4TT6U,TISSUE
GTEX-NFK9-0926-SM-2HMJU,TISSUE
GTEX-PLZ6-0826-SM-3P61K,TISSUE
GTEX-13OVG-0005-SM-5P9HA,TISSUE
GTEX-1399S-1326-SM-5P9GH,TISSUE
GTEX-T6MN-0011-R11A-SM-32QOX,TISSUE
GTEX-YFCO-0526-SM-4W1ZJ,TISSUE
GTEX-WZTO-0011-R10B-SM-4E3KB,TISSUE
GTEX-WVLH-2926-SM-3MJG5,TISSUE
GTEX-ZDXO-0011-R5a-SM-4WKG5,TISSUE
GTEX-WRHK-1426-SM-3MJF9,TISSUE
GTEX-ZDTT-0004-SM-4WKG3,TISSUE
GTEX-11ZUS-0926-SM-5FQSY,TISSUE
GTEX-PX3G-0006-SM-33HBQ,TISSUE
GTEX-YECK-0626-SM-4W1ZE,TISSUE
GTEX-WVLH-0008-SM-4MVPD,TISSUE
GTEX-WK11-2626-SM-4OOSK,TISSUE
GTEX-T5JC-0011-R8A-SM-32PLM,TISSUE
GTEX-R55E-1026-SM-2TC5S,TISSUE
GTEX-14H4A-1626-SM-5SI69,TISSUE
GTEX-14BIL-0226-SM-5SI9E,TISSUE
GTEX-QXCU-0326-SM-2TC63,TISSUE
GTEX-RU1J-0126-SM-2TF6Y,TISSUE
GTEX-Y9LG-1226-SM-4VBQA,TISSUE
GTEX-U3ZH-0326-SM-4WWDX,TISSUE
GTEX-13PVR-0326-SM-5RQJY,TISSUE
GTEX-SIU8-0226-SM-2XCDS,TISSUE
GTEX-ZGAY-1226-SM-4YCF4,TISSUE
GTEX-P4PP-0005-SM-2HMKX,TISSUE
GTEX-RWS6-2326-SM-2XCB4,TISSUE
K-562-SM-5J1MB,TISSUE
GTEX-QEL4-0426-SM-3GACZ,TISSUE
GTEX-13FHP-0326-SM-5K7U2,TISSUE
GTEX-11LCK-1126-SM-5A5KC,TISSUE
GTEX-145MH-2326-SM-5O9AW,TISSUE
GTEX-ZYWO-2626-SM-5E43V,TISSUE
GTEX-QEL4-0826-SM-3GAF2,TISSUE
GTEX-Y3I4-1726-SM-4TT89,TISSUE
GTEX-OOBJ-3026-SM-3NB1D,TISSUE
GTEX-11TUW-0008-SM-5SI6S,TISSUE
GTEX-ZT9W-1126-SM-57WDR,TISSUE
GTEX-1313W-0526-SM-5P9FZ,TISSUE
GTEX-14H4A-0226-SM-5SI6Q,TISSUE
GTEX-13JUV-2626-SM-5N9EB,TISSUE
GTEX-Y5V6-0526-SM-4VBRV,TISSUE
GTEX-13YAN-1326-SM-5Q5F1,TISSUE
GTEX-W5WG-1826-SM-4KL2Y,TISSUE
GTEX-S33H-2326-SM-2XCB3,TISSUE
GTEX-XMK1-1026-SM-4B65H,TISSUE
GTEX-1128S-2326-SM-5GZZY,TISSUE
GTEX-S4UY-0526-SM-3K2AN,TISSUE
GTEX-13112-0326-SM-5P9IW,TISSUE
GTEX-ZF29-0626-SM-4WKHD,TISSUE
GTEX-U412-0226-SM-3NMC8,TISSUE
GTEX-Y8LW-1926-SM-4WWFZ,TISSUE
GTEX-12WSM-1826-SM-5BC64,TISSUE
GTEX-WL46-0011-R1A-SM-3LK6M,TISSUE
GTEX-YF7O-0526-SM-5P9IO,TISSUE
GTEX-11P7K-1326-SM-5BC5G,TISSUE
GTEX-11PRG-0005-SM-5NQ6X,TISSUE
GTEX-ZPU1-0006-SM-4WWAT,TISSUE
GTEX-ZE7O-0126-SM-57WC1,TISSUE
GTEX-117YX-1726-SM-5GZZS,TISSUE
GTEX-13O61-2126-SM-5IJEO,TISSUE
GTEX-132NY-2226-SM-5J2LZ,TISSUE
GTEX-O5YV-1626-SM-2YUNJ,TISSUE
GTEX-QVUS-0011-R10A-SM-3GIK3,TISSUE
GTEX-YFC4-0226-SM-57WD2,TISSUE
GTEX-R55G-2526-SM-2TC6D,TISSUE
GTEX-139TS-0011-R7a-SM-5K7X7,TISSUE
GTEX-139YR-2426-SM-5J1OB,TISSUE
GTEX-R55C-0626-SM-2TF4Q,TISSUE
GTEX-ZUA1-0426-SM-5NQAF,TISSUE
GTEX-ZUA1-0926-SM-4YCDX,TISSUE
GTEX-RUSQ-1826-SM-2TF6E,TISSUE
GTEX-ZYW4-0626-SM-59HJR,TISSUE
GTEX-SUCS-0326-SM-32PLL,TISSUE
GTEX-R55F-1226-SM-2TF59,TISSUE
GTEX-PW2O-1826-SM-5SI7R,TISSUE
GTEX-VUSG-0008-SM-4KL24,TISSUE
GTEX-ZDYS-0226-SM-5HL4K,TISSUE
GTEX-ZE7O-0006-SM-51MTA,TISSUE
GTEX-13VXT-1026-SM-5LU37,TISSUE
GTEX-ZVT2-1326-SM-5E45H,TISSUE
GTEX-RU72-0011-R11A-SM-5SI8G,TISSUE
GTEX-ZF28-0011-R11a-SM-4WWEI,TISSUE
GTEX-ZVT3-0011-R7a-SM-57WCO,TISSUE
GTEX-1211K-0626-SM-5FQUZ,TISSUE
GTEX-146FR-1926-SM-5NQA6,TISSUE
GTEX-ZVP2-1426-SM-5NQ7P,TISSUE
GTEX-X4LF-0426-SM-3NMB5,TISSUE
GTEX-13FTZ-0726-SM-5IFFY,TISSUE
GTEX-ZE7O-0826-SM-57WCP,TISSUE
GTEX-U8XE-0005-SM-3DB8I,TISSUE
GTEX-ZT9W-2126-SM-51MSF,TISSUE
GTEX-11DXZ-1226-SM-5H11L,TISSUE
GTEX-ZXES-1126-SM-5GZXN,TISSUE
GTEX-UPJH-0726-SM-4IHJW,TISSUE
GTEX-1399R-0126-SM-5IFEV,TISSUE
GTEX-ZF2S-1726-SM-57WFT,TISSUE
GTEX-RWSA-1426-SM-47JXA,TISSUE
GTEX-11ZU8-0005-SM-5PNU5,TISSUE
GTEX-13NZ8-0011-R8b-SM-5KM48,TISSUE
GTEX-13S7M-0426-SM-5S2US,TISSUE
GTEX-132Q8-0526-SM-5IJBQ,TISSUE
GTEX-QEG4-0226-SM-2S1PY,TISSUE
GTEX-UPK5-0126-SM-3GADM,TISSUE
GTEX-12ZZZ-0011-R6b-SM-5EQ5B,TISSUE
GTEX-ZTTD-1026-SM-51MRD,TISSUE
GTEX-1269C-2526-SM-5EGJ3,TISSUE
GTEX-13FTW-0826-SM-5K7XR,TISSUE
GTEX-13FTW-2226-SM-5J1OH,TISSUE
GTEX-RUSQ-0526-SM-2TF72,TISSUE
GTEX-12WSH-2926-SM-5GCMR,TISSUE
GTEX-11UD1-0226-SM-5EQKL,TISSUE
GTEX-11NSD-0126-SM-5987F,TISSUE
GTEX-ZQUD-0926-SM-57WE3,TISSUE
GTEX-RVPV-0006-SM-2TF6Q,TISSUE
GTEX-ZLV1-0426-SM-4WWC2,TISSUE
GTEX-12126-0011-R11a-SM-5BC6X,TISSUE
GTEX-QESD-1726-SM-2S1R7,TISSUE
GTEX-11UD2-0226-SM-5EQKY,TISSUE
GTEX-ZXG5-0126-SM-5GIEU,TISSUE
GTEX-W5WG-2326-SM-3GIJH,TISSUE
GTEX-P4PP-0226-SM-5S2VR,TISSUE
GTEX-139TT-0011-R7b-SM-5J2MN,TISSUE
GTEX-YFC4-0011-R9a-SM-4SOK4,TISSUE
GTEX-YF7O-1726-SM-5IFJ9,TISSUE
GTEX-11DXX-2526-SM-5H119,TISSUE
GTEX-1339X-2626-SM-5K7YX,TISSUE
GTEX-1399T-0011-R5b-SM-5IJDK,TISSUE
GTEX-ZG7Y-1826-SM-4WWD3,TISSUE
GTEX-ZZ64-0726-SM-5GZX4,TISSUE
GTEX-ZPU1-0726-SM-5HL6O,TISSUE
GTEX-12584-0926-SM-5FQTN,TISSUE
GTEX-PX3G-0008-SM-48U2L,TISSUE
GTEX-VJWN-0426-SM-3GIJI,TISSUE
GTEX-11GSO-3026-SM-5Q5AL,TISSUE
GTEX-11WQK-0011-R9b-SM-5BC6N,TISSUE
GTEX-12ZZZ-0726-SM-5GCNZ,TISSUE
GTEX-XV7Q-0726-SM-4BRV6,TISSUE
GTEX-ZDTS-0926-SM-4WAXG,TISSUE
GTEX-XQ8I-1926-SM-4BOOK,TISSUE
GTEX-11NUK-1026-SM-5HL5J,TISSUE
GTEX-13NYB-0826-SM-5MR4V,TISSUE
GTEX-ZF29-0426-SM-4WKFN,TISSUE
GTEX-R55G-1626-SM-48FF4,TISSUE
GTEX-P4PP-1826-SM-2S1NT,TISSUE
GTEX-12ZZZ-0011-R3b-SM-5DUXK,TISSUE
GTEX-13NYS-0011-R2b-SM-5MR4G,TISSUE
GTEX-ZXES-0008-SM-57WCX,TISSUE
GTEX-ZTPG-1026-SM-5DUWP,TISSUE
GTEX-12696-1826-SM-5EGJS,TISSUE
GTEX-ZE9C-0011-R11a-SM-4WKGG,TISSUE
GTEX-1477Z-1526-SM-5SI9V,TISSUE
GTEX-13YAN-1826-SM-5LU3Q,TISSUE
GTEX-13NZA-1426-SM-5KM4Y,TISSUE
GTEX-11NSD-1626-SM-5986U,TISSUE
GTEX-13FXS-0011-R7a-SM-5L3FC,TISSUE
GTEX-ZYY3-0626-SM-5NQ6W,TISSUE
GTEX-131YS-0011-R10b-SM-5EQ5N,TISSUE
GTEX-ZAB5-1126-SM-5Q5AD,TISSUE
GTEX-WRHK-0526-SM-4MVOF,TISSUE
GTEX-132AR-0426-SM-5IFH8,TISSUE
GTEX-11PRG-0926-SM-5EGI8,TISSUE
GTEX-S7SF-1426-SM-4AT5A,TISSUE
GTEX-13FTX-2026-SM-5L3D6,TISSUE
GTEX-PWN1-1826-SM-2S1PE,TISSUE
GTEX-11EM3-2226-SM-5H11Y,TISSUE
GTEX-11DXY-2326-SM-5GICW,TISSUE
GTEX-ZYVF-0826-SM-5E447,TISSUE
GTEX-PSDG-0826-SM-48TCZ,TISSUE
GTEX-ZVE2-0226-SM-59HJB,TISSUE
GTEX-13OW5-0726-SM-5KLZK,TISSUE
GTEX-13OVH-0011-R5b-SM-5KM4L,TISSUE
GTEX-145LU-0011-R1a-SM-5Q5CE,TISSUE
GTEX-13O61-1826-SM-5KM4I,TISSUE
GTEX-YFC4-0926-SM-5S2U7,TISSUE
GTEX-13CF3-1626-SM-5IFG9,TISSUE
GTEX-WYVS-1426-SM-4ONCV,TISSUE
GTEX-ZZPU-2726-SM-5NQ8O,TISSUE
GTEX-12696-0426-SM-5EGL5,TISSUE
GTEX-WYVS-1826-SM-4OND6,TISSUE
GTEX-11TT1-1826-SM-5EQLV,TISSUE
GTEX-REY6-0626-SM-2TF4G,TISSUE
GTEX-13VXU-0426-SM-5LU3I,TISSUE
GTEX-11NSD-2026-SM-5HL5U,TISSUE
GTEX-131YS-0011-R1a-SM-5DUXC,TISSUE
GTEX-13OVI-1426-SM-5L3EY,TISSUE
GTEX-ZA64-2226-SM-5Q5A9,TISSUE
GTEX-11XUK-1626-SM-5GU5O,TISSUE
GTEX-XGQ4-0526-SM-4AT6C,TISSUE
GTEX-WY7C-2226-SM-4ONCS,TISSUE
GTEX-ZPU1-2026-SM-57WFI,TISSUE
GTEX-13OVL-0011-R10a-SM-5L3GS,TISSUE
GTEX-POMQ-2326-SM-5S2VS,TISSUE
GTEX-ZA64-2126-SM-5Q5A8,TISSUE
GTEX-1497J-1226-SM-5Q5BL,TISSUE
GTEX-WYJK-0008-SM-4ONDV,TISSUE
GTEX-13CZV-0011-R7b-SM-5LZXH,TISSUE
GTEX-ZAJG-1526-SM-5CVML,TISSUE
GTEX-X4XY-1626-SM-46MVN,TISSUE
GTEX-WHSB-0008-SM-4M1ZP,TISSUE
GTEX-11ZUS-0226-SM-5FQT8,TISSUE
GTEX-11EMC-3026-SM-5EQ4R,TISSUE
GTEX-ZVT3-0526-SM-5GIE9,TISSUE
GTEX-VUSG-1126-SM-4KKZQ,TISSUE
GTEX-X4XY-0011-R6B-SM-46MVB,TISSUE
GTEX-12584-0526-SM-5FQTS,TISSUE
GTEX-13QBU-2326-SM-5LU49,TISSUE
GTEX-ZYFD-0226-SM-5NQ86,TISSUE
GTEX-13IVO-2926-SM-5L3CZ,TISSUE
GTEX-11GS4-0226-SM-5HL77,TISSUE
GTEX-145MO-1426-SM-5Q5BS,TISSUE
GTEX-14DAR-1426-SM-5RQIR,TISSUE
GTEX-S3XE-1726-SM-3K2AM,TISSUE
GTEX-1497J-2326-SM-5NQBK,TISSUE
GTEX-113IC-0426-SM-5HL5O,TISSUE
GTEX-13RTJ-0011-R9a-SM-5Q5AY,TISSUE
GTEX-ZVZQ-0011-R3a-SM-57WC7,TISSUE
GTEX-12ZZW-0126-SM-5DUVB,TISSUE
GTEX-U412-0326-SM-5DUVP,TISSUE
GTEX-131XG-0626-SM-5GCMP,TISSUE
GTEX-12WSK-2726-SM-5CVND,TISSUE
GTEX-13RTK-0326-SM-5RQHS,TISSUE
GTEX-ZAB5-1526-SM-5HL9P,TISSUE
GTEX-13O21-0626-SM-5IJDI,TISSUE
GTEX-13SLW-0226-SM-5S2NA,TISSUE
GTEX-13OVJ-0011-R2b-SM-5L3GP,TISSUE
GTEX-13NZA-0226-SM-5K7Z7,TISSUE
GTEX-11H98-0126-SM-5EGHG,TISSUE
GTEX-XMD3-0008-SM-4AT4V,TISSUE
GTEX-11ONC-0011-R9b-SM-5NQ8J,TISSUE
GTEX-PX3G-1026-SM-48TZW,TISSUE
GTEX-ZAB4-1126-SM-5HL86,TISSUE
GTEX-132Q8-0011-R8b-SM-5DUWX,TISSUE
GTEX-13FTW-2126-SM-5K7YG,TISSUE
GTEX-X8HC-1026-SM-46MWH,TISSUE
GTEX-13112-2126-SM-5GCO4,TISSUE
GTEX-145LV-0326-SM-5Q5BW,TISSUE
GTEX-XBEW-1426-SM-4AT4J,TISSUE
GTEX-ZVZP-0926-SM-5GIDB,TISSUE
GTEX-XUW1-0008-SM-4BOQH,TISSUE
GTEX-ZVE2-0626-SM-5GU7I,TISSUE
GTEX-R55C-0726-SM-48FCN,TISSUE
GTEX-XAJ8-0126-SM-47JYG,TISSUE
GTEX-WYJK-2526-SM-4ONDF,TISSUE
GTEX-ZF28-0826-SM-4WKGJ,TISSUE
GTEX-11GS4-2026-SM-5N9CP,TISSUE
GTEX-11P7K-1926-SM-5GU6R,TISSUE
GTEX-13FLV-0011-R11a-SM-5LZZ7,TISSUE
GTEX-SNMC-1626-SM-4DM52,TISSUE
GTEX-ZDTT-2126-SM-5S2OJ,TISSUE
GTEX-14AS3-1526-SM-5Q5ED,TISSUE
GTEX-QDVN-0426-SM-48TZ6,TISSUE
GTEX-PX3G-0426-SM-48U1C,TISSUE
GTEX-1211K-1126-SM-5EGGB,TISSUE
GTEX-13FHP-0011-R7b-SM-5LZYI,TISSUE
GTEX-13U4I-2126-SM-5LU55,TISSUE
GTEX-S341-1026-SM-4AD71,TISSUE
GTEX-13N11-1026-SM-5K7XQ,TISSUE
GTEX-XGQ4-1226-SM-4AT67,TISSUE
GTEX-PWCY-0008-SM-48TE9,TISSUE
GTEX-131XE-1126-SM-5EGHW,TISSUE
GTEX-13PVR-1826-SM-5Q5CC,TISSUE
GTEX-1313W-1026-SM-5EQ5I,TISSUE
GTEX-RM2N-0326-SM-48FD8,TISSUE
GTEX-13OW5-2326-SM-5L3HO,TISSUE
GTEX-11ZTT-2426-SM-5EQLS,TISSUE
GTEX-131XH-2626-SM-5GCNP,TISSUE
GTEX-U4B1-1526-SM-4DXSL,TISSUE
GTEX-QEG4-1226-SM-2S1P6,TISSUE
GTEX-R3RS-0726-SM-3GIJR,TISSUE
GTEX-WFG8-2326-SM-3GILF,TISSUE
GTEX-PWCY-1026-SM-48TD4,TISSUE
GTEX-13D11-0426-SM-5LZYA,TISSUE
GTEX-RN64-1026-SM-48FDX,TISSUE
GTEX-X5EB-0326-SM-4QASF,TISSUE
GTEX-X585-0011-R5A-SM-46MVI,TISSUE
GTEX-WFON-1526-SM-4LVMP,TISSUE
GTEX-11TTK-2726-SM-5GU58,TISSUE
GTEX-N7MS-2526-SM-2D7W3,TISSUE
GTEX-X15G-1726-SM-4PQZN,TISSUE
GTEX-WEY5-0008-SM-4LMKC,TISSUE
GTEX-145LT-1826-SM-5QGP4,TISSUE
GTEX-11TT1-0326-SM-5LUAY,TISSUE
GTEX-U3ZN-0726-SM-4DXT5,TISSUE
GTEX-QEG4-0126-SM-48TZE,TISSUE
GTEX-117YX-0126-SM-5EGH5,TISSUE
GTEX-T2YK-1326-SM-4DM6S,TISSUE
GTEX-X3Y1-2726-SM-4PQZH,TISSUE
GTEX-Q2AG-0226-SM-2S1P4,TISSUE
GTEX-13S7M-3026-SM-5S2QQ,TISSUE
GTEX-11P7K-2126-SM-5GU7G,TISSUE
GTEX-QV31-1126-SM-4R1K4,TISSUE
GTEX-13PL7-2126-SM-5L3HZ,TISSUE
GTEX-147GR-0726-SM-5S2PL,TISSUE
GTEX-14BIM-0011-R4b-SM-5S2RK,TISSUE
GTEX-XLM4-0011-R11A-SM-4AT46,TISSUE
GTEX-X261-2326-SM-4PQYU,TISSUE
GTEX-X15G-1926-SM-4PQZQ,TISSUE
GTEX-SNOS-0226-SM-32PLR,TISSUE
GTEX-OHPM-1626-SM-2HMK4,TISSUE
GTEX-QMRM-0726-SM-2I5G8,TISSUE
GTEX-S32W-0626-SM-5S2TC,TISSUE
GTEX-XLM4-1826-SM-5S2SC,TISSUE
GTEX-XXEK-1326-SM-5S2SJ,TISSUE
GTEX-11ZVC-0011-R3a-SM-5BC6V,TISSUE
GTEX-QMR6-0011-R2A-SM-32PKV,TISSUE
GTEX-OHPN-0011-R8A-SM-33HBT,TISSUE
GTEX-XLM4-0004-SM-5S2TF,TISSUE
GTEX-PVOW-0011-R3A-SM-32PKX,TISSUE
GTEX-Q2AH-1626-SM-3GAF8,TISSUE
GTEX-OIZI-0008-SM-2XCFD,TISSUE
GTEX-OXRN-1226-SM-2I5EL,TISSUE
GTEX-P4PQ-2626-SM-33HC9,TISSUE
GTEX-OOBK-0008-SM-3NB27,TISSUE
GTEX-Q2AG-0826-SM-2HMKF,TISSUE
GTEX-ZUA1-0126-SM-5GU76,TISSUE
GTEX-OXRL-0008-SM-3NB29,TISSUE
GTEX-PLZ5-0826-SM-3P5ZW,TISSUE
GTEX-WXYG-0926-SM-3NB2O,TISSUE
GTEX-Y114-0226-SM-4TT8W,TISSUE
GTEX-UPK5-0226-SM-3GAEV,TISSUE
GTEX-WI4N-0626-SM-3TW8Z,TISSUE
GTEX-WY7C-2126-SM-3NB2R,TISSUE
GTEX-SE5C-0626-SM-2XCDV,TISSUE
GTEX-S32W-0626-SM-2XCBG,TISSUE
GTEX-ZEX8-0726-SM-4WKH8,TISSUE
GTEX-YFC4-2826-SM-5P9FR,TISSUE
GTEX-Y9LG-0006-SM-4VBRK,TISSUE
GTEX-T6MN-0726-SM-32PML,TISSUE
GTEX-Y3IK-0526-SM-4WWE3,TISSUE
GTEX-WWYW-1126-SM-3NB2Q,TISSUE
GTEX-T2IS-0011-R3A-SM-32QPB,TISSUE
GTEX-11WQK-0005-SM-5O9AV,TISSUE
GTEX-WY7C-2326-SM-3NB2U,TISSUE
GTEX-WYVS-2026-SM-4RGNS,TISSUE
GTEX-X4EO-0926-SM-3P5Z2,TISSUE
GTEX-Y5V5-0726-SM-4VBPY,TISSUE
GTEX-TML8-1626-SM-32QOO,TISSUE
GTEX-OIZH-3026-SM-3NB1G,TISSUE
GTEX-YEC3-0426-SM-4YCEP,TISSUE
GTEX-TMMY-0926-SM-4VBQZ,TISSUE
GTEX-P4PQ-1026-SM-3NMCN,TISSUE
GTEX-P44G-0006-SM-2TC6A,TISSUE
GTEX-P4PQ-0005-SM-2HMKJ,TISSUE
GTEX-Y5V5-0926-SM-4VBPZ,TISSUE
GTEX-WZTO-0011-R4A-SM-3NMC7,TISSUE
GTEX-13QJC-0011-R9b-SM-5PNX3,TISSUE
GTEX-WHSE-0011-R2A-SM-3P5ZL,TISSUE
GTEX-12WSD-2826-SM-59HKT,TISSUE
GTEX-RN64-0326-SM-2TC5J,TISSUE
GTEX-14A5I-0326-SM-5NQ9J,TISSUE
GTEX-139TU-0126-SM-5K7WH,TISSUE
GTEX-13OW8-0005-SM-5NQAC,TISSUE
GTEX-13OW7-0326-SM-5J1MP,TISSUE
GTEX-13X6I-0011-R3b-SM-5P9HM,TISSUE
GTEX-X4LF-0006-SM-3NMCO,TISSUE
GTEX-YEC4-1026-101814-SM-5P9FX,TISSUE
GTEX-Z93S-1326-SM-5CVMR,TISSUE
GTEX-14H4A-0006-SM-5N9E3,TISSUE
GTEX-13PLJ-0011-R9b-SM-5O9DV,TISSUE
GTEX-OXRN-1326-SM-3LK5V,TISSUE
GTEX-139T4-0326-SM-5K7XN,TISSUE
GTEX-UPK5-0006-SM-3GAD8,TISSUE
GTEX-1212Z-0126-SM-59HK4,TISSUE
GTEX-1339X-2426-SM-5KLYU,TISSUE
GTEX-ZT9X-1926-SM-57WE7,TISSUE
GTEX-UJMC-0726-SM-3GADX,TISSUE
GTEX-ZG7Y-0126-SM-4WWEX,TISSUE
GTEX-NPJ8-0011-R9a-SM-2YUN5,TISSUE
GTEX-13VXT-1626-SM-5IJES,TISSUE
GTEX-WI4N-2226-SM-4OOS9,TISSUE
GTEX-12WSK-0006-SM-5NQA1,TISSUE
GTEX-12WSD-0005-SM-5N9FZ,TISSUE
GTEX-11EMC-2826-SM-5PNY6,TISSUE
GTEX-13FXS-0011-R8a-SM-5J1MN,TISSUE
GTEX-Y5V5-1826-SM-4VDS5,TISSUE
GTEX-13NYB-1726-SM-5N9G2,TISSUE
GTEX-13YAN-0926-SM-5O9C3,TISSUE
GTEX-YFC4-0006-SM-4RGLV,TISSUE
GTEX-QDVJ-1926-SM-2S1PJ,TISSUE
GTEX-Y5LM-0005-SM-4V6EJ,TISSUE
GTEX-X5EB-2426-SM-4E3HX,TISSUE
GTEX-WXYG-2326-SM-4E3I6,TISSUE
GTEX-ZYFG-1426-SM-5GICS,TISSUE
GTEX-139T6-1726-SM-5PNZ3,TISSUE
GTEX-ZYFD-0526-SM-5E442,TISSUE
GTEX-WFON-1226-SM-3TW8F,TISSUE
GTEX-1212Z-0002-SM-5SI6W,TISSUE
GTEX-13U4I-1426-SM-5J2M3,TISSUE
GTEX-ZPU1-0826-SM-57WG2,TISSUE
GTEX-U4B1-0626-SM-3DB8L,TISSUE
GTEX-WWTW-0008-SM-4MVPE,TISSUE
GTEX-13X6K-0011-R10a-SM-5P9JR,TISSUE
GTEX-12ZZX-2826-SM-5BC6K,TISSUE
GTEX-ZYFD-2226-SM-5E43P,TISSUE
GTEX-RU72-2626-SM-4TT75,TISSUE
GTEX-13IVO-0126-SM-5J1NG,TISSUE
GTEX-11P7K-0006-SM-5N9FM,TISSUE
GTEX-11NUK-2926-SM-5A5MD,TISSUE
GTEX-11ONC-2926-SM-5P9JM,TISSUE
GTEX-ZTSS-0005-SM-4YCDR,TISSUE
GTEX-ZPIC-1726-SM-57WF2,TISSUE
GTEX-145MN-2626-SM-5NQAH,TISSUE
GTEX-117YW-0426-SM-5GZZZ,TISSUE
GTEX-13FH7-1926-SM-5J2OL,TISSUE
GTEX-11ZTS-1526-SM-5N9G7,TISSUE
GTEX-139T8-1026-SM-5J2MC,TISSUE
GTEX-1497J-0426-SM-5Q5CO,TISSUE
GTEX-N7MS-0008-SM-4E3JI,TISSUE
GTEX-13PVQ-1426-SM-5J1O4,TISSUE
GTEX-12C56-1226-SM-5FQSU,TISSUE
GTEX-S95S-0426-SM-4B64I,TISSUE
GTEX-133LE-0726-SM-5P9IZ,TISSUE
K-562-SM-5HL7A,TISSUE
GTEX-XOT4-0005-SM-4B64S,TISSUE
GTEX-XPVG-2926-SM-4B66G,TISSUE
GTEX-145MN-1326-SM-5NQ9S,TISSUE
GTEX-XAJ8-1026-SM-47JY9,TISSUE
GTEX-13PL7-0726-SM-5KM1S,TISSUE
